condition,drugName,rating,sideEffects,review,sentiment
not listed   othe,histrelin,3,Severe Side Effects,currently nd vantas implant discourged believe negative side effect radical protetecomy june nerve sparing went radiation treatment due fact psa continued elevate ever slightly dr recommended implant opinion dramatically decreased sex drive created serious problem erectile dysfunction due fact reduces level testosterone dramatically,0
not listed   othe,hydrochlorothiazide   losartan,9,Mild Side Effects,blood pressure medicine seems work minimal side effect,0.333333333
not listed   othe,hydrochlorothiazide   olmesartan,1,Extremely Severe Side Effects,generic benicar efficient lowering blood pressure aid water retention insurance longer pay brand blood pressure extremely high want real thing back,-0.125
not listed   othe,hydrochlorothiazide   telmisartan,9,Mild Side Effects,immediate result lowering blood pressure holding steady week feeling light headedness last long seems great drug far good,0.333333333
not listed   othe,hydrochlorothiazide   triamterene,6,Mild Side Effects,high blood pressure edema hydrochlorothiazide definitely made lose water weight pound really seemed cut sexual desire often made nauseous gave diarrhea stop taking nausea night first day stopped taking sexual desire returned got urinate noticed vein penis abnormally enlarged vein went back normal night think reverse reaction body tried adjust medicine system probably water escape mechanism without medication,0.333333333
not listed   othe,hydrocortisone   neomycin   polymyxin b,7,Moderate Side Effects,say eye rx middle ear infection cured ailment matter two day rx drop ear three time day took week get dr pain feverish etc rx pain left within hour really believe two dos cured sorry never take med ever day feel well yr old rarely need antibiotic nothing come back early stopping grown child done way seem remain healthy side go year without need antibiotic recall teen mom made finish antibiotic created fungal infection truly necessary think creates superbug,0
not listed   othe,hydroxychloroquine,8,Extremely Severe Side Effects,dermatomyositis plaquenil along quinicrine treated hand lesion painful took year accomplish year half starting react one medication rash body ulcer lichen planus mouth seeing doctor shortly see,-0.125
not listed   othe,hydroxyurea,10,Mild Side Effects,first started taking hydroxyurea made little sick yet week noticed slight increase energy went hospitalization crisis every month year still take pain med smaller pain lifestyle gotten much better would recommend person sickle cell,0.333333333
not listed   othe,indapamide,10,Extremely Severe Side Effects,taken year one leaf without side effect,-0.125
not listed   othe,indomethacin,9,Mild Side Effects,almost completely controlling inflammation full mobility little pain returned including increased energy thought process,0.333333333
not listed   othe,irbesartan,9,Moderate Side Effects,taking avapro prevent diabetic kidney disease half one kidney left two bout kidney cancer far good avapro lowered blood pressure also sometimes go little low feel tired noticeable side effect however doctor find medication protect remaining partial kidney insurance company pay avapro anymore even though doctor say nothing else work well,0
not listed   othe,itraconazole,10,No Side Effects,medicine saved life praying liver enzyme staying normal know would happen stop taking,0
not listed   othe,ketamine,1,Mild Side Effects,given ketamine patient surgery never agree anesthesia worst experience positive died made come back paralyzed body voice finally let awful scream hoping doctor nurse would hear could tell mad furious word used without letting know side effect home still nightmare terrible experience,0.333333333
not listed   othe,lactulose,1,Mild Side Effects,bottle almost impossible open know effective suggest get pharmacist open leave store,0.333333333
not listed   othe,levocetirizine,10,Extremely Severe Side Effects,allegra allergy almost year year stopped working began make heart race also developed new allergy food general practitioner mentioned xyzal gave sample instructed start pediatric dose mg see reacted medicine effective say awesome fast acting stopping itchy nose throat ear non stop sneezing soon taking crazy heart rhythm hung feeling depression antihistamine keeper,-0.125
not listed   othe,lidocaine,9,No Side Effects,come patch work wonder pain lower back pain cut patch put last hour,0
not listed   othe,liraglutide,10,Extremely Severe Side Effects,started bydureon first month started lump injection site dr switched victoza first week lot nausea leveled started feeling great month lost pound appetite decreased first time eat small portion feel full craving immediately finish eating love medication blood sugar level,-0.125
not listed   othe,loratadine,10,Mild Side Effects,took tab st nite woke itchy eye congestion breathing good headache two tylenol ok tonite took whole tab mistake started feeling good sorta depressed lower back itchy,0.333333333
not listed   othe,losartan,8,Mild Side Effects,really good medicine recommend pandemic cancer,0.333333333
not listed   othe,loxapine,3,Mild Side Effects,reason loxapine caused breast milk pregnant,0.333333333
